"","FID_1","modelLessVarsPredictedNoLabels"
"6588","NT/72340/40590","PGRS"
"6589","NT/75655/40486","PGRS"
"6590","NT/74393/40546","PGRS"
"6591","NT/74825/40323","WW"
"6592","NT/79081/40684","PGRS"
"6593","NT/72554/40013","PGRS"
"6594","NT/74280/40395","WW"
"6595","NT/73739/40332","PGRS"
"6596","NT/75608/40037","SB"
"6597","NT/70834/40214","WOSR"
"6598","NT/71623/41111","WW"
"6599","NT/76430/40978","PGRS"
"6600","NT/73280/40238","WB"
"6601","NT/70163/40237","WOSR"
"6602","NT/73678/41130","PGRS"
"6603","NT/72483/41257","SB"
"6604","NT/71071/41021","PGRS"
"6605","NT/75818/40713","PGRS"
"6606","NT/75756/40504","PGRS"
"6607","NT/73930/40859","PGRS"
"6608","NT/70467/40793","PGRS"
"6609","NT/70634/41052","PGRS"
"6610","NT/73641/40308","PGRS"
"6611","NT/75281/41551","WB"
"6612","NT/74149/41438","WW"
"6613","NT/71652/40589","PGRS"
"6614","NT/71678/40627","PGRS"
"6615","NT/70761/40616","PGRS"
"6616","NT/72213/41350","PGRS"
"6617","NT/71301/40918","PGRS"
"6618","NT/72950/40306","SB"
"6619","NT/74390/41048","WW"
"6620","NT/73524/40280","PGRS"
"6621","NT/73386/40054","WW"
"6622","NT/72624/40801","PGRS"
"6623","NT/79342/40457","WPOT"
"6624","NT/79155/41398","SB"
"6625","NT/80795/16467","PGRS"
"6626","NT/80832/16744","PGRS"
"6627","NT/82395/19538","PGRS"
"6628","NT/85461/17385","PGRS"
"6629","NT/80248/18820","PGRS"
"6630","NT/85772/18482","PGRS"
"6631","NT/86979/17898","PGRS"
"6632","NT/85129/19939","PGRS"
"6633","NT/82193/19267","PGRS"
"6634","NT/80416/19239","PGRS"
"6635","NT/84762/19611","PGRS"
"6636","NT/84472/19978","PGRS"
"6637","NT/84863/17391","PGRS"
"6638","NT/80225/19672","PGRS"
"6639","NT/82442/19722","PGRS"
"6640","NT/80763/16803","PGRS"
"6641","NT/85190/16941","PGRS"
"6642","NT/86975/16442","PGRS"
"6643","NT/85508/17583","PGRS"
"6644","NT/86734/20026","PGRS"
"6645","NT/81601/15859","SB"
"6646","NT/81225/16169","PGRS"
"6647","NT/85842/19837","PGRS"
"6648","NT/80606/19885","PGRS"
"6649","NT/84818/17138","PGRS"
"6650","NT/85675/16998","PGRS"
"6651","NT/81065/19961","PGRS"
"6652","NT/82021/19253","PGRS"
"6653","NT/85448/17915","PGRS"
"6654","NT/80025/19063","PGRS"
"6655","NT/80280/19104","PGRS"
"6656","NT/84433/19878","PGRS"
"6657","NT/82264/19552","PGRS"
"6658","NT/82283/19331","PGRS"
"6659","NT/85230/19880","PGRS"
"6660","NT/80436/17062","PGRS"
"6661","NT/85704/18860","PGRS"
"6662","NT/80714/16845","PGRS"
"6663","NT/80172/18511","PGRS"
"6664","NT/81025/16538","PGRS"
"6665","NT/86730/17662","PGRS"
"6666","NT/85728/16503","PGRS"
"6667","NT/80974/19851","PGRS"
"6668","NT/86391/17903","PGRS"
"6669","NT/85538/19576","PGRS"
"6670","NT/80310/19468","PGRS"
"6671","NT/82241/19149","PGRS"
"6672","NT/85138/17018","PGRS"
"6673","NT/85549/18491","PGRS"
"6674","NT/84826/19949","PGRS"
"6675","NT/80412/19407","PGRS"
"6676","NT/85829/18821","PGRS"
"6677","NT/85581/19105","PGRS"
"6678","NT/85478/18541","PGRS"
"6679","NT/82355/19219","PGRS"
"6680","NT/80771/15893","PGRS"
"6681","NT/85800/18312","PGRS"
"6682","NT/86089/19032","PGRS"
"6683","NT/81078/16352","PGRS"
"6684","NT/81163/19897","SB"
"6685","NT/85221/17612","PGRS"
"6686","NT/85408/17661","PGRS"
"6687","NT/84553/16832","PGRS"
"6688","NT/82931/19873","PGRS"
"6689","NT/83012/19844","PGRS"
"6690","NT/85378/18892","PGRS"
"6691","NT/81710/19178","PGRS"
"6692","NT/85409/17751","PGRS"
"6693","NT/85375/17511","PGRS"
"6694","NT/86997/17325","PGRS"
"6695","NT/86003/18772","PGRS"
"6696","NT/85132/19681","PGRS"
"6697","NT/84719/19487","PGRS"
"6698","NT/85368/19831","PGRS"
"6699","NT/85842/19274","PGRS"
"6700","NT/82952/19684","PGRS"
"6701","NT/85539/17773","PGRS"
"6702","NT/82907/17692","PGRS"
"6703","NT/81840/18311","PGRS"
"6704","NT/83532/16058","PGRS"
"6705","NT/81833/18984","PGRS"
"6706","NT/82940/19953","PGRS"
"6707","NT/84104/19852","PGRS"
"6708","NT/84742/19345","PGRS"
"6709","NT/82152/18500","PGRS"
"6710","NT/85034/19441","PGRS"
"6711","NT/85137/17785","PGRS"
"6712","NT/83501/17468","PGRS"
"6713","NT/84872/17712","PGRS"
"6714","NT/83288/19859","PGRS"
"6715","NT/84910/19336","PGRS"
"6716","NT/84266/19676","PGRS"
"6717","NT/82693/19785","PGRS"
"6718","NT/85277/17848","PGRS"
"6719","NT/83390/17055","PGRS"
"6720","NT/83967/19951","PGRS"
"6721","NT/84621/17827","PGRS"
"6722","NT/85384/17829","PGRS"
"6723","NT/82070/18702","PGRS"
"6724","NT/84222/19167","PGRS"
"6725","NT/80647/16804","PGRS"
"6726","NT/85607/18603","PGRS"
"6727","NT/84485/17488","PGRS"
"6728","NT/80409/19472","PGRS"
"6729","NT/84598/17583","PGRS"
"6730","NT/82251/19863","PGRS"
"6731","NT/84101/16013","PGRS"
"6732","NT/83278/16927","PGRS"
"6733","NT/82311/19059","PGRS"
"6734","NT/84290/19883","PGRS"
"6735","NT/84644/19066","PGRS"
"6736","NT/84459/19581","PGRS"
"6737","NT/82787/19963","PGRS"
"6738","NT/81917/18115","PGRS"
"6739","NT/83454/19361","PGRS"
"6740","NT/82590/17230","PGRS"
"6741","NT/83375/19661","PGRS"
"6742","NT/82902/19822","PGRS"
"6743","NT/83627/19525","PGRS"
"6744","NT/84342/19944","PGRS"
"6745","NT/84525/19712","PGRS"
"6746","NT/86425/18200","PGRS"
"6747","NT/86135/18465","PGRS"
"6748","NT/85678/19951","PGRS"
"6749","NT/80600/16255","PGRS"
"6750","NT/80147/19390","PGRS"
"6751","NT/83558/16633","PGRS"
"6752","NT/83168/19725","PGRS"
"6753","NT/84347/19775","PGRS"
"6754","NT/85472/19343","PGRS"
"6755","NT/82884/19532","WB"
"6756","NT/81696/19238","PGRS"
"6757","NT/84203/17655","PGRS"
"6758","NT/82583/19384","PGRS"
"6759","NT/85210/18119","PGRS"
"6760","NT/82228/18992","PGRS"
"6761","NT/81354/18160","PGRS"
"6762","NT/83202/19495","PGRS"
"6763","NT/82455/19857","PGRS"
"6764","NT/81782/19701","PGRS"
"6765","NT/84190/19835","PGRS"
"6766","NT/83011/19810","PGRS"
"6767","NT/85549/18250","PGRS"
"6768","NT/83757/19654","PGRS"
"6769","NT/82410/19199","PGRS"
"6770","NT/81292/16309","PGRS"
"6771","NT/81771/19317","PGRS"
"6772","NT/81470/29962","PGRS"
"6773","NT/80215/29879","PGRS"
"6774","NT/80899/25735","PGRS"
"6775","NT/80661/25764","PGRS"
"6776","NT/85056/20724","PGRS"
"6777","NT/81568/27898","PGRS"
"6778","NT/81735/20302","PGRS"
"6779","NT/81672/20197","PGRS"
"6780","NT/80105/28224","PGRS"
"6781","NT/80378/28516","PGRS"
"6782","NT/80302/27032","PGRS"
"6783","NT/83578/28696","PGRS"
"6784","NT/82230/25441","PGRS"
"6785","NT/82853/25438","PGRS"
"6786","NT/82625/22527","PGRS"
"6787","NT/82153/24803","PGRS"
"6788","NT/81414/27065","PGRS"
"6789","NT/81010/24904","PGRS"
"6790","NT/81268/26397","PGRS"
"6791","NT/81377/21058","PGRS"
"6792","NT/82367/20201","PGRS"
"6793","NT/80201/26017","PGRS"
"6794","NT/86161/20578","PGRS"
"6795","NT/85680/20785","PGRS"
"6796","NT/83973/28535","PGRS"
"6797","NT/80427/26315","PGRS"
"6798","NT/84564/20122","PGRS"
"6799","NT/81046/20129","PGRS"
"6800","NT/83037/24951","PGRS"
"6801","NT/84599/20367","PGRS"
"6802","NT/82612/24741","PGRS"
"6803","NT/80180/25491","WBS"
"6804","NT/80161/26891","SB"
"6805","NT/81713/27992","WBS"
"6806","NT/82443/27056","PGRS"
"6807","NT/80443/27326","PGRS"
"6808","NT/81179/26464","PGRS"
"6809","NT/83464/26900","PGRS"
"6810","NT/80336/28324","WBS"
"6811","NT/80815/27808","PGRS"
"6812","NT/80976/20105","PGRS"
"6813","NT/81296/20642","PGRS"
"6814","NT/81903/22210","PGRS"
"6815","NT/81811/21326","PGRS"
"6816","NT/81642/20679","WBS"
"6817","NT/82135/28041","PGRS"
"6818","NT/82678/25541","PGRS"
"6819","NT/84507/25691","PGRS"
"6820","NT/80544/26418","PGRS"
"6821","NT/84280/25936","PGRS"
"6822","NT/81662/22638","PGRS"
"6823","NT/81317/23016","PGRS"
"6824","NT/83214/25264","PGRS"
"6825","NT/83989/20716","PGRS"
"6826","NT/81339/27615","WW"
"6827","NT/85415/21521","PGRS"
"6828","NT/85445/20825","PGRS"
"6829","NT/82412/22767","PGRS"
"6830","NT/84347/20269","PGRS"
"6831","NT/84426/28527","PGRS"
"6832","NT/85737/21452","PGRS"
"6833","NT/86606/20548","PGRS"
"6834","NT/81040/20549","PGRS"
"6835","NT/80885/26899","PGRS"
"6836","NT/83748/26408","PGRS"
"6837","NT/81554/24729","PGRS"
"6838","NT/81636/24999","PGRS"
"6839","NT/82647/25004","WW"
"6840","NT/82375/24976","SB"
"6841","NT/80439/29677","PGRS"
"6842","NT/80074/29017","PGRS"
"6843","NT/81574/29144","PGRS"
"6844","NT/82869/25198","SO"
"6845","NT/81666/20826","WO"
"6846","NT/83008/28001","PGRS"
"6847","NT/82122/25846","PGRS"
"6848","NT/81664/22934","PGRS"
"6849","NT/83422/28210","PGRS"
"6850","NT/81909/22596","PGRS"
"6851","NT/83203/28011","PGRS"
"6852","NT/81354/27765","PGRS"
"6853","NT/80827/23573","PGRS"
"6854","NT/81092/22615","PGRS"
"6855","NT/81639/20644","PGRS"
"6856","NT/81987/20959","PGRS"
"6857","NT/83957/26953","PGRS"
"6858","NT/81367/24979","PGRS"
"6859","NT/81478/26063","PGRS"
"6860","NT/80035/25003","PGRS"
"6861","NT/80576/24593","PGRS"
"6862","NT/81265/23191","PGRS"
"6863","NT/80651/28663","PGRS"
"6864","NT/81589/22177","PGRS"
"6865","NT/80442/27424","PGRS"
"6866","NT/85454/20630","PGRS"
"6867","NT/82741/25929","PGRS"
"6868","NT/82590/26711","PGRS"
"6869","NT/81013/27381","PGRS"
"6870","NT/80179/25627","PGRS"
"6871","NT/80495/25978","WB"
"6872","NT/81132/26224","PGRS"
"6873","NT/84415/20368","PGRS"
"6874","NT/85822/21207","PGRS"
"6875","NT/80754/26477","SB"
"6876","NT/81459/22616","PGRS"
"6877","NT/81540/22012","PGRS"
"6878","NT/80727/27310","PGRS"
"6879","NT/81058/26910","WW"
"6880","NT/80509/26204","PGRS"
"6881","NT/86149/20921","PGRS"
"6882","NT/82833/24167","PGRS"
"6883","NT/81918/21686","PGRS"
"6884","NT/81202/23555","WB"
"6885","NT/81414/22524","PGRS"
"6886","NT/80306/27534","PGRS"
"6887","NT/82431/24038","PGRS"
"6888","NT/84260/29135","SB"
"6889","NT/82395/26778","PGRS"
"6890","NT/81293/20293","PGRS"
"6891","NT/81369/20758","PGRS"
"6892","NT/81350/23374","PGRS"
"6893","NT/81677/22293","PGRS"
"6894","NT/81955/27412","PGRS"
"6895","NT/81119/27496","PGRS"
"6896","NT/83038/24718","PGRS"
"6897","NT/84321/20481","PGRS"
"6898","NT/80365/25784","WB"
"6899","NT/83341/26304","PGRS"
"6900","NT/80632/28135","PGRS"
"6901","NT/80810/24509","PGRS"
"6902","NT/80932/24096","PGRS"
"6903","NT/81026/24256","PGRS"
"6904","NT/80667/21671","PGRS"
"6905","NT/81077/22798","PGRS"
"6906","NT/80954/22564","PGRS"
"6907","NT/81258/28940","PGRS"
"6908","NT/80005/29530","PGRS"
"6909","NT/82616/29370","PGRS"
"6910","NT/80375/29889","PGRS"
"6911","NT/82751/29440","PGRS"
"6912","NT/83449/29022","PGRS"
"6913","NT/82113/28548","PGRS"
"6914","NT/80472/28284","PGRS"
"6915","NT/81493/28793","PGRS"
"6916","NT/82739/29904","PGRS"
"6917","NT/81780/22128","PGRS"
"6918","NT/81878/22430","PGRS"
"6919","NT/81309/24552","PGRS"
"6920","NT/83432/27781","PGRS"
"6921","NT/82052/25642","PGRS"
"6922","NT/81723/26433","PGRS"
"6923","NT/82523/27583","PGRS"
"6924","NT/80404/29319","PGRS"
"6925","NT/80881/28163","PGRS"
"6926","NT/80741/28318","PGRS"
"6927","NT/84308/20701","PGRS"
"6928","NT/83899/27490","PGRS"
"6929","NT/81425/27848","PGRS"
"6930","NT/82812/22652","PGRS"
"6931","NT/84081/28931","SB"
"6932","NT/82278/22910","PGRS"
"6933","NT/82040/27251","PGRS"
"6934","NT/82056/27825","PGRS"
"6935","NT/80687/24123","PGRS"
"6936","NT/81995/27712","PGRS"
"6937","NT/81623/21104","PGRS"
"6938","NT/81323/24790","PGRS"
"6939","NT/80903/23199","PGRS"
"6940","NT/80813/23377","PGRS"
"6941","NT/84022/26344","PGRS"
"6942","NT/81561/20862","PGRS"
"6943","NT/81594/20966","PGRS"
"6944","NT/80683/26751","PGRS"
"6945","NT/80826/23879","PGRS"
"6946","NT/80948/23306","PGRS"
"6947","NT/82207/21862","PGRS"
"6948","NT/81003/20916","PGRS"
"6949","NT/81738/26874","PGRS"
"6950","NT/83805/27663","PGRS"
"6951","NT/81805/26208","PGRS"
"6952","NT/82827/27994","PGRS"
"6953","NT/81856/28965","PGRS"
"6954","NT/83982/27988","PGRS"
"6955","NT/84621/28946","WO"
"6956","NT/82733/29125","WBS"
"6957","NT/81463/29443","PGRS"
"6958","NT/81794/28582","WO"
"6959","NT/81981/28407","PGRS"
"6960","NT/83040/28603","WW"
"6961","NT/82706/28826","PGRS"
"6962","NT/82728/29268","PGRS"
"6963","NT/81817/28428","PGRS"
"6964","NT/82799/29057","PGRS"
"6965","NT/82302/29267","PGRS"
"6966","NT/82703/29513","PGRS"
"6967","NT/82498/29168","PGRS"
"6968","NT/83800/29777","SB"
"6969","NT/83700/29713","PGRS"
"6970","NT/82289/28938","PGRS"
"6971","NT/80288/29303","PGRS"
"6972","NT/80434/29556","PGRS"
"6973","NT/81161/29515","PGRS"
"6974","NT/82824/29379","PGRS"
"6975","NT/81110/29556","PGRS"
"6976","NT/80785/27049","PGRS"
"6977","NT/80987/26902","PGRS"
"6978","NT/81269/26594","PGRS"
"6979","NT/81931/28224","PGRS"
"6980","NT/80467/27139","PGRS"
"6981","NT/84109/20334","PGRS"
"6982","NT/84553/25623","PGRS"
"6983","NT/84193/27855","PGRS"
"6984","NT/80372/26696","PGRS"
"6985","NT/81010/27833","PGRS"
"6986","NT/81113/25953","PGRS"
"6987","NT/80774/20324","PGRS"
"6988","NT/84599/27212","PGRS"
"6989","NT/83986/26737","PGRS"
"6990","NT/83723/28111","PGRS"
"6991","NT/86876/20648","PGRS"
"6992","NT/80633/22970","PGRS"
"6993","NT/80704/22172","PGRS"
"6994","NT/84324/28173","WW"
"6995","NT/80630/28366","PGRS"
"6996","NT/84810/28518","PGRS"
"6997","NT/81031/28482","PGRS"
"6998","NT/80672/29273","PGRS"
"6999","NT/84431/29064","PGRS"
"7000","NT/85453/20215","PGRS"
"7001","NT/85931/21110","PGRS"
"7002","NT/85718/21719","PGRS"
"7003","NT/84093/27017","PGRS"
"7004","NT/81711/20651","PGRS"
"7005","NT/81046/24444","PGRS"
"7006","NT/82648/25686","PGRS"
"7007","NT/82156/22445","PGRS"
"7008","NT/81676/24738","PGRS"
"7009","NT/81498/24445","PGRS"
"7010","NT/81381/20839","PGRS"
"7011","NT/85543/20411","PGRS"
"7012","NT/81637/20579","PGRS"
"7013","NT/81470/24953","PGRS"
"7014","NT/84000/26561","PGRS"
"7015","NT/80610/29411","PGRS"
"7016","NT/83969/29625","WBS"
"7017","NT/80990/23535","PGRS"
"7018","NT/80959/25108","PGRS"
"7019","NT/81581/26262","WOSR"
"7020","NT/83915/24536","PGRS"
"7021","NT/82784/26253","PGRS"
"7022","NT/82664/26602","PGRS"
"7023","NT/82304/26164","PGRS"
"7024","NT/80035/25117","PGRS"
"7025","NT/81109/27758","PGRS"
"7026","NT/81122/20643","PGRS"
"7027","NT/82073/26709","SB"
"7028","NT/81228/26241","PGRS"
"7029","NT/80338/25377","WB"
"7030","NT/85836/20650","PGRS"
"7031","NT/85846/20999","PGRS"
"7032","NT/81308/20468","PGRS"
"7033","NT/80767/25486","PGRS"
"7034","NT/82288/27717","PGRS"
"7035","NT/81631/25999","WBS"
"7036","NT/85757/20261","PGRS"
"7037","NT/81220/25531","PGRS"
"7038","NT/81851/25591","SB"
"7039","NT/83057/29520","PGRS"
"7040","NT/81407/20169","PGRS"
"7041","NT/81765/22284","PGRS"
"7042","NT/80483/25257","PGRS"
"7043","NT/80978/24686","PGRS"
"7044","NT/82508/26921","PGRS"
"7045","NT/82430/27263","PGRS"
"7046","NT/81603/20861","PGRS"
"7047","NT/80845/27670","PGRS"
"7048","NT/84048/27099","PGRS"
"7049","NT/82896/27966","PGRS"
"7050","NT/82420/26631","PGRS"
"7052","NT/81842/25921","PGRS"
"7053","NT/81596/26107","PGRS"
"7054","NT/85904/23253","PGRS"
"7055","NT/81348/24177","PGRS"
"7056","NT/84232/28571","PGRS"
"7057","NT/82024/23009","PGRS"
"7058","NT/81820/22939","PGRS"
"7059","NT/82138/24231","PGRS"
"7060","NT/83797/25836","PGRS"
"7061","NT/82049/21534","PGRS"
"7062","NT/81785/27382","WBS"
"7063","NT/82009/22371","PGRS"
"7064","NT/80761/20816","PGRS"
"7065","NT/81686/23690","PGRS"
"7066","NT/81352/25266","PGRS"
"7067","NT/81156/24447","PGRS"
"7068","NT/84263/20188","PGRS"
"7069","NT/85640/21607","PGRS"
"7070","NT/85130/22153","PGRS"
"7071","NT/82235/22681","PGRS"
"7072","NT/81197/22467","PGRS"
"7073","NT/84150/25770","PGRS"
"7074","NT/81559/22940","PGRS"
"7075","NT/83361/24646","PGRS"
"7076","NT/82334/20292","PGRS"
"7077","NT/82745/28690","WW"
"7078","NT/81265/29592","PGRS"
"7079","NT/83547/29970","PGRS"
"7080","NT/83159/29820","PGRS"
"7081","NT/83214/29309","PGRS"
"7082","NT/80361/29138","PGRS"
"7083","NT/82822/29134","PGRS"
"7084","NT/83804/29586","PGRS"
"7085","NT/80742/29305","PGRS"
"7086","NT/80459/28305","PGRS"
"7087","NT/82584/29050","PGRS"
"7088","NT/81590/29467","PGRS"
"7089","NT/82203/29583","PGRS"
"7090","NT/81532/29540","PGRS"
"7091","NT/82508/28355","PGRS"
"7092","NT/80468/28873","PGRS"
"7093","NT/80611/23665","PGRS"
"7094","NT/81137/20119","PGRS"
"7095","NT/80599/26421","PGRS"
"7096","NT/80353/22303","PGRS"
"7097","NT/82358/22491","PGRS"
"7098","NT/83252/28421","SB"
"7099","NT/84479/25749","PGRS"
"7100","NT/85231/21618","PGRS"
"7101","NT/81224/26952","PGRS"
"7102","NT/81230/20916","PGRS"
"7103","NT/81088/20722","PGRS"
"7104","NT/85391/21928","PGRS"
"7105","NT/80095/28701","WOSR"
"7106","NT/80244/26454","PGRS"
"7107","NT/84049/27717","PGRS"
"7108","NT/85538/21357","PGRS"
"7109","NT/85196/20191","PGRS"
"7110","NT/81374/22053","PGRS"
"7111","NT/83987/20470","PGRS"
"7112","NT/81119/20387","PGRS"
"7113","NT/80377/24924","PGRS"
"7114","NT/80391/26064","PGRS"
"7115","NT/82522/25254","PGRS"
"7116","NT/81183/28135","PGRS"
"7117","NT/80896/29707","PGRS"
"7118","NT/83741/21095","PGRS"
"7119","NT/82709/27983","PGRS"
"7120","NT/82599/21417","PGRS"
"7121","NT/85309/23875","PGRS"
"7122","NT/82467/28229","PGRS"
"7123","NT/81009/29637","PGRS"
"7124","NT/80504/27017","PGRS"
"7125","NT/81570/28377","WW"
"7126","NT/80456/28018","WOSR"
"7127","NT/82713/27641","PGRS"
"7128","NT/83865/24290","PGRS"
"7129","NT/83289/22810","PGRS"
"7130","NT/83059/22629","PGRS"
"7131","NT/82845/22536","PGRS"
"7132","NT/84501/23912","PGRS"
"7133","NT/84576/23142","PGRS"
"7134","NT/82560/20037","PGRS"
"7135","NT/80943/26011","PGRS"
"7136","NT/81028/28665","PGRS"
"7137","NT/80775/28675","PGRS"
"7138","NT/81223/28680","PGRS"
"7139","NT/82472/28107","PGRS"
"7140","NT/80653/27637","PGRS"
"7141","NT/84584/21828","PGRS"
"7142","NT/81033/28771","PGRS"
"7143","NT/80987/26228","PGRS"
"7144","NT/82530/28231","PGRS"
"7145","NT/81969/20538","PGRS"
"7146","NT/84136/24358","PGRS"
"7147","NT/82202/20222","PGRS"
"7148","NT/80554/29287","PGRS"
"7149","NT/82487/27949","PGRS"
"7150","NT/80295/28654","PGRS"
"7151","NT/82439/24187","WW"
"7152","NT/80013/25219","PGRS"
"7153","NT/81665/20602","PGRS"
"7154","NT/83201/27362","PGRS"
"7155","NT/81419/24813","PGRS"
"7156","NT/81349/26096","PGRS"
"7157","NT/80960/25353","PGRS"
"7159","NT/80035/29322","PGRS"
"7160","NT/82020/28747","PGRS"
"7161","NT/83029/28213","PGRS"
"7162","NT/80794/23250","PGRS"
"7163","NT/84070/26131","PGRS"
"7164","NT/81800/21020","PGRS"
"7165","NT/81197/25985","PGRS"
"7166","NT/80830/23019","PGRS"
"7167","NT/81625/21241","PGRS"
"7168","NT/81560/26025","PGRS"
"7169","NT/81839/27380","PGRS"
"7170","NT/82256/27048","PGRS"
"7171","NT/81334/22840","PGRS"
"7172","NT/84200/29575","PGRS"
"7173","NT/84113/29424","SO"
"7174","NT/81647/25882","PGRS"
"7175","NT/81637/24384","PGRS"
"7176","NT/82116/25340","PGRS"
"7177","NT/82856/29233","PGRS"
"7178","NT/82072/22026","PGRS"
"7179","NT/81522/25330","PGRS"
"7180","NT/80727/22391","PGRS"
"7181","NT/80975/22309","PGRS"
"7182","NT/81863/24619","WB"
"7183","NT/82312/25637","SB"
"7184","NT/80605/29049","PGRS"
"7185","NT/81980/27671","PGRS"
"7186","NT/83898/26083","PGRS"
"7187","NT/81499/24202","PGRS"
"7188","NT/81035/23065","PGRS"
"7189","NT/81884/27173","PGRS"
"7190","NT/82675/26451","PGRS"
"7191","NT/81462/25047","PGRS"
"7192","NT/81325/29432","PGRS"
"7193","NT/81337/29582","PGRS"
"7194","NT/80594/28418","PGRS"
"7195","NT/80630/28504","WBS"
"7196","NT/82649/28474","WO"
"7197","NT/81707/28143","PGRS"
"7198","NT/83845/29911","PGRS"
"7199","NT/82319/28466","PGRS"
"7200","NT/83327/24927","PGRS"
"7201","NT/82810/22404","PGRS"
"7202","NT/84742/29184","PGRS"
"7203","NT/81644/20281","PGRS"
"7204","NT/82495/29782","PGRS"
"7205","NT/81744/28873","PGRS"
"7206","NT/81056/29499","PGRS"
"7207","NT/81317/29224","PGRS"
"7208","NT/83300/29326","PGRS"
"7209","NT/85559/20944","PGRS"
"7210","NT/83410/29596","PGRS"
"7211","NT/83769/29441","PGRS"
"7212","NT/80585/29891","PGRS"
"7213","NT/80670/29480","PGRS"
"7214","NT/82752/28419","WBS"
"7215","NT/83060/29318","PGRS"
"7216","NT/82110/28318","PGRS"
"7217","NT/81926/29864","PGRS"
"7218","NT/82430/29463","PGRS"
"7219","NT/84536/20076","PGRS"
"7220","NT/80201/29599","WW"
"7221","NT/80562/28030","PGRS"
"7222","NT/81961/20762","PGRS"
"7223","NT/81317/28587","PGRS"
"7224","NT/82830/27858","PGRS"
"7225","NT/82237/20590","PGRS"
"7226","NT/82395/20139","PGRS"
"7227","NT/82540/22052","PGRS"
"7228","NT/80544/27574","WW"
"7229","NT/82856/22068","PGRS"
"7230","NT/80442/27541","PGRS"
"7231","NT/81115/27399","PGRS"
"7232","NT/85857/21625","PGRS"
"7233","NT/85599/21074","PGRS"
"7234","NT/85694/21245","PGRS"
"7235","NT/85177/21841","PGRS"
"7236","NT/81573/27685","WW"
"7237","NT/80247/27349","WB"
"7238","NT/85934/21456","PGRS"
"7239","NT/81345/27986","PGRS"
"7240","NT/80588/28280","PGRS"
"7241","NT/80683/28455","PGRS"
"7242","NT/81699/27514","WW"
"7243","NT/84445/25644","PGRS"
"7244","NT/80608/27407","PGRS"
"7245","NT/81623/27969","PGRS"
"7246","NT/81601/26606","PGRS"
"7247","NT/81046/26746","WB"
"7248","NT/85048/28025","PGRS"
"7249","NT/84863/21238","PGRS"
"7250","NT/80004/27796","WOSR"
"7251","NT/81258/27373","WW"
"7252","NT/81865/22623","PGRS"
"7253","NT/83971/27685","PGRS"
"7254","NT/82132/22936","PGRS"
"7255","NT/80689/21972","PGRS"
"7256","NT/82040/28980","PGRS"
"7257","NT/80824/22736","PGRS"
"7258","NT/81083/23667","PGRS"
"7259","NT/80772/24336","PGRS"
"7260","NT/81889/21100","PGRS"
"7261","NT/81687/25287","PGRS"
"7262","NT/83768/29139","SB"
"7263","NT/83507/26544","PGRS"
"7264","NT/80695/28894","PGRS"
"7265","NT/81482/21743","PGRS"
"7266","NT/81492/21664","PGRS"
"7267","NT/84097/27058","WBS"
"7268","NT/80843/21850","PGRS"
"7269","NT/81405/20943","PGRS"
"7270","NT/82241/26898","PGRS"
"7271","NT/82166/27646","PGRS"
"7272","NT/81541/27136","WW"
"7273","NT/84533/20391","PGRS"
"7274","NT/81535/25644","PGRS"
"7275","NT/83148/25039","PGRS"
"7276","NT/82763/26959","WB"
"7277","NT/81818/22404","PGRS"
"7278","NT/82176/27129","PGRS"
"7279","NT/81731/22427","PGRS"
"7280","NT/82287/27248","PGRS"
"7281","NT/81854/21917","PGRS"
"7282","NT/81964/22231","PGRS"
"7283","NT/82315/24822","WW"
"7284","NT/81614/21408","PGRS"
"7285","NT/84038/25921","PGRS"
"7286","NT/84426/29240","PGRS"
"7287","NT/83807/27137","PGRS"
"7288","NT/84146/20519","PGRS"
"7289","NT/81357/22486","PGRS"
"7290","NT/82881/22613","PGRS"
"7291","NT/82765/28077","PGRS"
"7292","NT/81437/26707","PGRS"
"7293","NT/80475/28754","PGRS"
"7294","NT/83006/29701","PGRS"
"7295","NT/81383/29695","PGRS"
"7296","NT/81033/21846","PGRS"
"7297","NT/80603/29557","PGRS"
