"","FID_1","modelLessVarsPredictedNoLabels"
"5815","NT/76345/34450","PGRS"
"5816","NT/74546/35771","PGRS"
"5817","NT/77689/37037","WW"
"5818","NT/72332/35716","WW"
"5819","NT/76522/37813","WB"
"5820","NT/70914/35773","WO"
"5821","NT/77576/35004","WOSR"
"5822","NT/74735/38919","WB"
"5823","NT/75756/35737","PGRS"
"5824","NT/75527/32439","PGRS"
"5825","NT/76149/36000","WW"
"5826","NT/79551/36089","WO"
"5827","NT/75104/34476","WW"
"5828","NT/70565/35243","PGRS"
"5829","NT/74113/30949","PGRS"
"5830","NT/75928/37184","PGRS"
"5831","NT/70567/37262","PGRS"
"5832","NT/75396/34594","PGRS"
"5833","NT/73251/36533","PGRS"
"5834","NT/73546/36775","PGRS"
"5835","NT/74723/33263","SB"
"5836","NT/71665/36583","WW"
"5837","NT/71320/36488","WW"
"5838","NT/71399/33054","PGRS"
"5839","NT/75509/32193","PGRS"
"5840","NT/78247/38144","WPOT"
"5841","NT/79533/30760","PGRS"
"5842","NT/72184/35920","SB"
"5843","NT/72357/35903","PGRS"
"5844","NT/79667/36273","WBS"
"5845","NT/76575/34349","WB"
"5846","NT/70632/35341","PGRS"
"5847","NT/71427/36035","WW"
"5848","NT/79538/31316","WW"
"5849","NT/78830/36091","PGRS"
"5850","NT/70973/39926","SO"
"5851","NT/76723/34133","SB"
"5852","NT/72915/36275","PGRS"
"5853","NT/73212/36306","PGRS"
"5854","NT/73053/37175","PGRS"
"5855","NT/73039/32412","SB"
"5856","NT/79781/34515","WO"
"5857","NT/71208/39648","PGRS"
"5858","NT/72804/32001","WPOT"
"5859","NT/72180/31923","WW"
"5860","NT/74257/30735","WPOT"
"5861","NT/75180/38873","WB"
"5862","NT/74187/37728","PGRS"
"5863","NT/76084/38100","PGRS"
"5864","NT/74960/38246","WW"
"5865","NT/73849/38386","WB"
"5866","NT/70780/39485","PGRS"
"5867","NT/70752/39545","PGRS"
"5868","NT/77882/33119","PGRS"
"5869","NT/71855/37334","SO"
"5870","NT/70206/38750","PGRS"
"5871","NT/73336/31048","WW"
"5872","NT/78204/33454","SB"
"5873","NT/78778/32850","PGRS"
"5874","NT/76337/37369","PGRS"
"5875","NT/78847/33418","PGRS"
"5876","NT/74779/31681","SB"
"5877","NT/78206/37460","WOSR"
"5878","NT/75654/37947","WW"
"5879","NT/78804/36221","PGRS"
"5880","NT/76453/37094","PGRS"
"5881","NT/75585/35806","PGRS"
"5882","NT/77017/38094","PGRS"
"5883","NT/77939/38877","WW"
"5884","NT/72350/38112","PGRS"
"5885","NT/70399/38237","SB"
"5886","NT/71070/38518","PGRS"
"5887","NT/76283/34137","WB"
"5888","NT/70708/36545","PGRS"
"5889","NT/75006/37640","PGRS"
"5890","NT/77918/39573","WW"
"5891","NT/74763/37836","SB"
"5892","NT/70231/39095","PGRS"
"5893","NT/73783/38550","WBS"
"5894","NT/78638/39867","SB"
"5895","NT/79920/30706","PGRS"
"5896","NT/73931/31543","WO"
"5897","NT/76119/37180","PGRS"
"5898","NT/77687/35551","WW"
"5899","NT/72685/35697","PGRS"
"5900","NT/73435/36899","PGRS"
"5901","NT/73247/37089","PGRS"
"5902","NT/78308/38859","WB"
"5903","NT/76318/38254","PGRS"
"5904","NT/76552/38555","WW"
"5905","NT/78569/39464","PGRS"
"5906","NT/78441/39421","PGRS"
"5907","NT/74870/33958","SB"
"5908","NT/79361/38378","WB"
"5909","NT/74361/31905","PGRS"
"5910","NT/70697/39240","SB"
"5911","NT/76434/37326","SB"
"5912","NT/70871/31637","PGRS"
"5913","NT/76915/31251","PGRS"
"5914","NT/73541/38424","PGRS"
"5915","NT/79913/39461","WB"
"5916","NT/75285/38539","WOSR"
"5917","NT/76736/35873","WW"
"5918","NT/72436/35439","PGRS"
"5919","NT/72592/35340","PGRS"
"5920","NT/73648/34982","PGRS"
"5921","NT/71029/35396","PGRS"
"5922","NT/79041/32711","WW"
"5923","NT/75982/39033","PGRS"
"5924","NT/70534/36316","SO"
"5925","NT/72265/32859","WW"
"5926","NT/76225/38655","WOSR"
"5927","NT/70394/39291","PGRS"
"5928","NT/71793/32894","SB"
"5929","NT/78446/32885","WW"
"5930","NT/72444/36225","PGRS"
"5931","NT/76112/37355","WW"
"5932","NT/79768/30245","PGRS"
"5933","NT/74005/32247","WOSR"
"5934","NT/76492/39964","PGRS"
"5935","NT/78833/36056","PGRS"
"5936","NT/79473/31693","WB"
"5937","NT/79372/33033","WOSR"
"5938","NT/76177/30414","PGRS"
"5939","NT/70515/39377","PGRS"
"5940","NT/76427/30489","WOSR"
"5941","NT/78697/31180","PGRS"
"5942","NT/74759/34541","WW"
"5943","NT/71831/38497","WB"
"5944","NT/77028/30818","PGRS"
"5945","NT/71269/33393","PGRS"
"5946","NT/78887/31459","PGRS"
"5947","NT/71433/39156","PGRS"
"5948","NT/70784/35076","PGRS"
"5949","NT/71961/38768","WW"
"5950","NT/76625/37077","SB"
"5951","NT/79718/39030","PGRS"
"5952","NT/73144/39612","WO"
"5953","NT/79229/31451","PGRS"
"5954","NT/73489/39337","WW"
"5955","NT/73416/38376","SB"
"5956","NT/72462/39578","WB"
"5957","NT/72088/34204","PGRS"
"5958","NT/72269/34169","PGRS"
"5959","NT/72148/38558","WO"
"5960","NT/78869/38855","PGRS"
"5962","NT/71456/30734","WW"
"5963","NT/79255/31768","PGRS"
"5964","NT/69952/30896","PGRS"
"5965","NT/73104/38713","PGRS"
"5966","NT/70980/31443","WW"
"5967","NT/70748/31215","PGRS"
"5968","NT/78886/30860","PGRS"
"5969","NT/79866/35370","WW"
"5970","NT/77624/36440","WW"
"5971","NT/76770/30058","PGRS"
"5972","NT/73175/36827","PGRS"
"5973","NT/74883/36012","WOSR"
"5974","NT/78330/36543","PGRS"
"5975","NT/75041/38989","PGRS"
"5976","NT/78274/36570","SB"
"5977","NT/77670/36163","PGRS"
"5978","NT/74877/36393","PGRS"
"5979","NT/78877/36970","PGRS"
"5980","NT/75235/32496","PGRS"
"5981","NT/74528/33083","PGRS"
"5982","NT/73948/33305","WB"
"5983","NT/77337/35183","WW"
"5984","NT/70698/37960","PGRS"
"5985","NT/73748/33572","PGRS"
"5986","NT/75726/37048","PGRS"
"5987","NT/77347/36363","SB"
"5988","NT/79033/34693","PGRS"
"5989","NT/70999/38021","PGRS"
"5990","NT/70509/38014","PGRS"
"5991","NT/79555/34974","WB"
"5992","NT/75485/34308","WB"
"5993","NT/74276/33672","WW"
"5994","NT/77786/39864","SB"
"5995","NT/73360/36678","PGRS"
"5996","NT/74899/34292","WW"
"5997","NT/78442/30771","WB"
"5998","NT/74397/35382","PGRS"
"5999","NT/73823/35781","SB"
"6000","NT/79576/36583","PGRS"
"6001","NT/76300/34673","PGRS"
"6002","NT/76494/34816","PGRS"
"6003","NT/75203/30201","SB"
"6004","NT/70382/35951","WW"
"6005","NT/73531/35493","SB"
"6006","NT/76364/32855","WW"
"6007","NT/75904/35753","PGRS"
"6008","NT/70098/32310","SB"
"6009","NT/73395/36823","PGRS"
"6010","NT/71326/36646","PGRS"
"6011","NT/71277/32861","SB"
"6012","NT/75249/31073","PGRS"
"6013","NT/78446/37018","WOSR"
"6014","NT/71138/37824","PGRS"
"6015","NT/70942/38242","PGRS"
"6016","NT/70775/38017","PGRS"
"6017","NT/74410/33394","WW"
"6018","NT/77311/37750","WOSR"
"6019","NT/70648/37882","PGRS"
"6020","NT/74363/31066","PGRS"
"6021","NT/79920/33586","WW"
"6022","NT/74806/36627","PGRS"
"6023","NT/70049/35711","WOSR"
"6024","NT/79116/37308","WW"
"6025","NT/70815/35104","PGRS"
"6026","NT/77946/36668","WW"
"6027","NT/77235/34154","WW"
"6028","NT/76270/35260","WW"
"6029","NT/75143/36495","SB"
"6030","NT/77930/37289","WW"
"6031","NT/74147/31006","PGRS"
"6032","NT/75954/32028","SO"
"6033","NT/74714/33788","SB"
"6034","NT/74206/31078","PGRS"
"6035","NT/79384/30252","PGRS"
"6037","NT/74379/39535","WW"
"6038","NT/73845/39996","SB"
"6039","NT/74224/35557","PGRS"
"6040","NT/74635/36980","PGRS"
"6041","NT/72279/33777","PGRS"
"6042","NT/74543/33827","PGRS"
"6043","NT/70935/37009","PGRS"
"6044","NT/72515/36963","PGRS"
"6045","NT/70586/32239","WW"
"6046","NT/76530/36333","WW"
"6047","NT/71717/33768","PGRS"
"6048","NT/72920/30898","SB"
"6049","NT/75065/35868","PGRS"
"6050","NT/76971/34473","SB"
"6051","NT/75220/37532","SB"
"6052","NT/75395/37511","PGRS"
"6053","NT/70429/33387","WW"
"6054","NT/72387/33925","SB"
"6055","NT/70246/38209","PC"
"6056","NT/75059/39574","PGRS"
"6057","NT/75243/39996","WPOT"
"6058","NT/72503/37707","PGRS"
"6059","NT/76603/38062","PGRS"
"6060","NT/72222/37576","WW"
"6061","NT/76779/33577","WOSR"
"6062","NT/78744/32078","WOSR"
"6063","NT/72627/38235","WW"
"6064","NT/71569/37643","PGRS"
"6065","NT/70055/32100","WW"
"6066","NT/73799/30574","PGRS"
"6067","NT/75477/38184","WOSR"
"6068","NT/74255/38745","PGRS"
"6069","NT/79718/39092","WB"
"6070","NT/76713/38174","PGRS"
"6071","NT/79108/31918","PGRS"
"6072","NT/78420/32612","PGRS"
"6073","NT/78969/36969","PGRS"
"6074","NT/78947/37077","PGRS"
"6075","NT/79205/38918","WB"
"6077","NT/71510/38069","PGRS"
"6078","NT/70576/39898","SO"
"6079","NT/77510/37358","PGRS"
"6080","NT/75186/31378","WB"
"6081","NT/77521/39077","PGRS"
"6082","NT/77582/38982","PGRS"
"6083","NT/70541/38548","PGRS"
"6084","NT/78647/30562","WB"
"6086","NT/70643/38181","PC"
"6087","NT/78080/39205","PGRS"
"6088","NT/73727/38721","PGRS"
"6089","NT/74570/39753","WOSR"
"6090","NT/75125/38013","SB"
"6091","NT/78466/32539","PGRS"
"6092","NT/74052/38268","WW"
"6093","NT/78875/39272","PGRS"
"6094","NT/79262/39235","PGRS"
"6095","NT/70619/39397","PGRS"
"6096","NT/70093/38426","PGRS"
"6097","NT/75932/33365","PGRS"
"6098","NT/76521/33020","WOSR"
"6099","NT/77041/32918","WOSR"
"6100","NT/76614/39681","WB"
"6101","NT/78317/39420","PGRS"
"6102","NT/74007/38560","WW"
"6103","NT/77115/39759","SB"
"6104","NT/73354/38811","PGRS"
"6105","NT/73223/30397","SO"
"6106","NT/70070/31766","SB"
"6107","NT/79999/33905","PGRS"
"6108","NT/79458/38243","PGRS"
"6109","NT/79737/33843","PGRS"
"6110","NT/70093/31751","PGRS"
"6111","NT/72626/37784","SB"
"6112","NT/77155/35583","PGRS"
"6113","NT/73394/36124","PGRS"
"6114","NT/75298/35957","PGRS"
"6115","NT/76471/37591","PGRS"
"6116","NT/75372/35309","WW"
"6117","NT/71302/33733","PGRS"
"6118","NT/79560/39132","WW"
"6119","NT/77443/33828","WB"
"6120","NT/71127/33405","WW"
"6121","NT/76333/37642","PGRS"
"6122","NT/77056/36179","SO"
"6123","NT/72802/36369","PGRS"
"6124","NT/71621/32920","PGRS"
"6125","NT/77913/35279","SB"
"6126","NT/75895/35117","SB"
"6127","NT/74468/34824","WB"
"6128","NT/72863/36096","SB"
"6129","NT/72513/36444","PGRS"
"6130","NT/77535/37550","PGRS"
"6131","NT/73617/30535","WW"
"6132","NT/78741/33377","PGRS"
"6133","NT/78691/32920","PGRS"
"6134","NT/70892/36714","PGRS"
"6135","NT/73439/31824","WW"
"6136","NT/72489/36576","PGRS"
"6137","NT/72785/36394","PGRS"
"6138","NT/75891/32921","WW"
"6139","NT/71114/37254","PGRS"
"6140","NT/78035/33634","PGRS"
"6141","NT/79704/30947","PGRS"
"6142","NT/79135/33502","WB"
"6143","NT/78839/33184","WW"
"6144","NT/71862/39020","PGRS"
"6145","NT/70091/35132","SB"
"6146","NT/70921/33712","PGRS"
"6147","NT/71498/32341","PGRS"
"6148","NT/71483/35017","PGRS"
"6150","NT/75264/33249","WBS"
"6151","NT/74653/34096","WW"
"6152","NT/78546/32702","PGRS"
"6153","NT/72057/36475","PGRS"
"6154","NT/73041/36726","PGRS"
"6155","NT/73193/32612","WO"
"6156","NT/70757/35109","PGRS"
"6157","NT/72822/39927","SB"
"6158","NT/73228/31997","WW"
"6159","NT/73046/31688","WW"
"6160","NT/79289/33812","PGRS"
"6161","NT/72507/38996","WW"
"6162","NT/72482/36802","PGRS"
"6163","NT/73343/37088","PGRS"
"6164","NT/73359/37626","WW"
"6165","NT/70930/33022","WBS"
"6166","NT/72885/31523","WW"
"6167","NT/79026/36920","PGRS"
"6168","NT/77859/35914","PGRS"
"6169","NT/79972/31783","PGRS"
"6170","NT/73832/32685","WOSR"
"6171","NT/75008/32651","SB"
"6172","NT/76390/32579","WO"
"6173","NT/70144/31318","SB"
"6174","NT/76729/31153","PGRS"
"6175","NT/70937/30827","WW"
"6176","NT/70662/30439","PGRS"
"6177","NT/70346/31004","PGRS"
"6178","NT/74717/37068","PGRS"
"6179","NT/71155/30160","WPOT"
"6180","NT/77540/39356","WW"
"6181","NT/75630/34563","PGRS"
"6182","NT/70232/33073","SB"
"6183","NT/73754/33186","WBS"
"6184","NT/75459/32442","PGRS"
"6185","NT/75697/37399","WW"
"6186","NT/70424/37555","PGRS"
"6187","NT/70492/37448","PGRS"
"6188","NT/72137/30605","PGRS"
"6189","NT/71107/37610","PGRS"
"6190","NT/79791/36665","WOSR"
"6191","NT/77140/38703","PGRS"
"6192","NT/78344/34688","SB"
"6193","NT/78334/35819","WB"
"6194","NT/75620/34845","SB"
"6195","NT/74027/30972","WB"
"6196","NT/77331/38250","PGRS"
"6197","NT/76832/35672","WO"
"6198","NT/70762/35447","PGRS"
"6199","NT/75226/35700","PGRS"
"6200","NT/74743/37110","PGRS"
"6201","NT/74180/37130","PGRS"
"6202","NT/75839/36252","PGRS"
"6203","NT/76416/36550","WB"
"6204","NT/78902/32845","WW"
"6205","NT/75759/36524","WB"
"6206","NT/76187/33663","WW"
"6207","NT/75137/33363","WO"
"6208","NT/75129/36382","PGRS"
"6209","NT/78749/36550","SB"
"6210","NT/75788/35769","PGRS"
"6211","NT/70034/37503","PGRS"
"6212","NT/71008/35112","PGRS"
"6213","NT/70786/35139","PGRS"
"6214","NT/75340/37314","PGRS"
"6215","NT/78611/35676","WOSR"
"6216","NT/74753/38421","WW"
"6217","NT/72568/35684","PGRS"
"6218","NT/73659/36213","PGRS"
"6219","NT/78797/37053","PGRS"
"6220","NT/71619/33647","SB"
"6221","NT/75952/30848","PGRS"
"6222","NT/79480/39987","WW"
"6223","NT/70346/35648","WOSR"
"6224","NT/76130/34307","WB"
"6225","NT/72992/36911","SB"
"6226","NT/71113/36999","WOSR"
"6227","NT/70742/37982","PGRS"
"6228","NT/75551/32314","PGRS"
"6229","NT/74471/36484","SB"
"6230","NT/74986/35583","PGRS"
"6231","NT/75634/36645","PGRS"
"6232","NT/75521/35437","PGRS"
"6233","NT/70247/37944","PGRS"
"6234","NT/70800/39706","PGRS"
"6235","NT/77772/34770","WW"
"6236","NT/70305/37767","PGRS"
"6237","NT/75974/36973","PGRS"
"6238","NT/77704/35854","WW"
"6239","NT/73578/36869","PGRS"
"6240","NT/70703/36065","WW"
"6241","NT/76451/34567","PGRS"
"6242","NT/73669/39826","SB"
"6243","NT/75233/39359","SB"
"6244","NT/77220/39118","SB"
"6245","NT/73728/36248","PGRS"
"6246","NT/70605/31697","SB"
"6247","NT/75490/37227","PGRS"
"6248","NT/76271/34784","WW"
"6249","NT/78440/31244","PGRS"
"6250","NT/76925/31538","PGRS"
"6251","NT/70846/37735","WW"
"6252","NT/70233/34348","WW"
"6253","NT/79941/30926","PGRS"
"6254","NT/79760/33731","PGRS"
"6255","NT/75836/38157","PGRS"
"6256","NT/76961/30320","PGRS"
"6257","NT/70244/30715","PGRS"
"6258","NT/70131/30623","PGRS"
"6259","NT/70237/30824","PGRS"
"6260","NT/75777/32572","PGRS"
"6261","NT/75526/32521","PGRS"
"6262","NT/78812/33891","PGRS"
"6263","NT/75042/39087","PGRS"
"6264","NT/74224/38154","PGRS"
"6265","NT/71412/31825","WW"
"6266","NT/78766/38617","PGRS"
"6267","NT/78598/33677","PGRS"
"6268","NT/79401/33524","PGRS"
"6269","NT/73963/37735","PGRS"
"6270","NT/77599/39065","PGRS"
"6271","NT/78819/39590","PGRS"
"6272","NT/70483/39323","WBS"
"6273","NT/70657/39473","PGRS"
"6274","NT/79095/39383","PGRS"
"6275","NT/78007/32921","PGRS"
"6276","NT/78645/32774","PGRS"
"6277","NT/71367/38311","PGRS"
"6278","NT/78980/32361","PGRS"
"6279","NT/74818/39580","PGRS"
"6280","NT/71208/38054","PGRS"
"6281","NT/71543/37764","PGRS"
"6282","NT/77727/38873","WOSR"
"6283","NT/76732/37963","PGRS"
"6284","NT/70819/39090","PGRS"
"6285","NT/75045/39793","PGRS"
"6286","NT/79570/30977","WBS"
"6287","NT/75713/32282","PGRS"
"6288","NT/78281/39135","PGRS"
"6289","NT/75737/39529","WW"
"6290","NT/77068/38667","WPOT"
"6291","NT/72933/38812","PGRS"
"6292","NT/71713/37555","SB"
"6293","NT/76056/39864","WOSR"
"6294","NT/73487/39659","PGRS"
"6295","NT/70021/39616","PGRS"
"6296","NT/75312/32818","WB"
"6297","NT/75999/39397","WW"
"6298","NT/78400/38691","PGRS"
"6299","NT/72520/37781","PGRS"
"6300","NT/70092/38972","PGRS"
"6301","NT/76480/38884","WBS"
"6302","NT/75647/33053","SB"
"6303","NT/79181/39206","PGRS"
"6304","NT/77389/38859","WOSR"
"6305","NT/75055/39379","PGRS"
"6306","NT/71343/38059","PGRS"
"6307","NT/74923/38827","WOSR"
"6308","NT/70687/39768","PGRS"
"6309","NT/74120/37407","PGRS"
"6310","NT/71078/39122","PGRS"
"6311","NT/79179/39106","WOSR"
"6312","NT/70407/38979","SB"
"6313","NT/76568/38162","PGRS"
"6314","NT/73187/38659","PGRS"
"6315","NT/73284/38844","PGRS"
"6316","NT/72447/37807","WOSR"
"6317","NT/77034/35618","PGRS"
"6318","NT/70163/31769","PGRS"
"6319","NT/70151/31703","PGRS"
"6320","NT/70174/30633","PGRS"
"6321","NT/70180/30689","PGRS"
"6322","NT/73180/38434","SB"
"6323","NT/79317/38683","WB"
"6324","NT/70118/31734","PGRS"
"6325","NT/72404/33604","PGRS"
"6326","NT/75092/35317","PGRS"
"6327","NT/73235/37055","WBS"
"6328","NT/73330/39586","PGRS"
"6329","NT/71104/34950","PGRS"
"6330","NT/73455/32290","WW"
"6331","NT/73492/37091","PGRS"
"6332","NT/73568/37077","PGRS"
"6333","NT/70609/32841","SB"
"6334","NT/73626/37869","WW"
"6335","NT/72974/32777","WOSR"
"6336","NT/76627/36057","WW"
"6337","NT/70358/36516","SO"
"6338","NT/70178/36650","WW"
"6339","NT/73463/38133","WW"
"6340","NT/78363/39580","SB"
"6341","NT/73844/30786","WB"
"6342","NT/79924/31262","WW"
"6343","NT/71170/35328","PGRS"
"6344","NT/77090/35464","PGRS"
"6345","NT/75105/36039","PGRS"
"6346","NT/76038/37424","PGRS"
"6347","NT/76058/35562","WOSR"
"6348","NT/72735/37373","PGRS"
"6349","NT/72589/36015","WW"
"6350","NT/77523/37737","PGRS"
"6351","NT/71592/31147","SB"
"6352","NT/72004/32984","PGRS"
"6353","NT/72797/36730","SB"
"6354","NT/73749/32961","WOSR"
"6355","NT/70438/33652","WW"
"6356","NT/72293/32284","WOSR"
"6357","NT/72600/32169","WW"
"6358","NT/74454/30871","WW"
"6359","NT/73516/37379","PGRS"
"6360","NT/70303/35366","SB"
"6361","NT/72677/36264","PGRS"
"6362","NT/72242/33434","PGRS"
"6363","NT/77127/30866","PGRS"
"6364","NT/75903/37487","WW"
"6365","NT/73178/31377","WW"
"6366","NT/78473/33189","PGRS"
"6367","NT/72460/36905","PGRS"
"6368","NT/73195/39393","WO"
"6369","NT/71628/38733","PGRS"
"6370","NT/75733/33556","SB"
"6371","NT/78318/33392","PGRS"
"6372","NT/71143/32203","PGRS"
"6373","NT/73797/36685","SB"
"6374","NT/72050/33202","PGRS"
"6375","NT/70893/35222","PGRS"
"6376","NT/74567/34319","WB"
"6377","NT/79988/32672","WW"
"6378","NT/71775/35845","PGRS"
"6379","NT/77686/37938","SB"
"6380","NT/72208/39731","WW"
"6381","NT/70671/36567","PGRS"
"6382","NT/70629/34989","PGRS"
"6383","NT/72194/35164","WO"
"6384","NT/76777/32336","PGRS"
"6385","NT/76846/32701","SB"
"6386","NT/71421/34497","PGRS"
"6387","NT/73133/37510","WW"
"6388","NT/74481/34531","PGRS"
"6389","NT/77187/31264","WOSR"
"6390","NT/76958/37410","WB"
"6391","NT/77368/35728","PGRS"
"6392","NT/71266/31113","WW"
"6393","NT/76616/31141","PGRS"
"6394","NT/71587/30235","SB"
"6395","NT/73911/33120","PGRS"
"6396","NT/70061/30854","PGRS"
"6397","NT/70123/31136","SB"
"6398","NT/70833/30227","WW"
"6399","NT/71018/30521","WW"
"6400","NT/77273/35407","PGRS"
"6401","NT/70437/31182","PGRS"
"6402","NT/71254/30875","PGRS"
"6403","NT/71853/35358","WO"
"6404","NT/70214/33506","PGRS"
"6405","NT/72866/38132","SB"
"6406","NT/71186/35607","WW"
"6407","NT/70328/31183","PGRS"
"6408","NT/71305/31495","WW"
"6409","NT/71087/31207","WW"
"6410","NT/70552/30840","WW"
"6411","NT/79313/32515","WW"
"6412","NT/70334/30933","PGRS"
"6413","NT/79015/31208","PGRS"
"6414","NT/70008/31042","SB"
"6415","NT/71830/39344","SB"
"6416","NT/77110/38268","WPOT"
"6417","NT/71207/33816","PGRS"
"6418","NT/74845/30240","WW"
"6419","NT/78950/35266","WW"
"6420","NT/76126/39232","WB"
"6421","NT/78361/36264","WW"
"6422","NT/75021/34719","WW"
"6423","NT/75911/37784","WBS"
"6424","NT/70984/36463","PGRS"
"6425","NT/71994/37884","WW"
"6426","NT/70567/39537","PGRS"
"6427","NT/71408/35270","PGRS"
"6428","NT/71351/39452","PGRS"
"6429","NT/74022/37022","WBS"
"6430","NT/76802/39057","WW"
"6431","NT/72821/38979","PGRS"
"6432","NT/76152/34568","WBS"
"6433","NT/77737/37628","PGRS"
"6434","NT/72303/36392","PGRS"
"6435","NT/73977/32891","PGRS"
"6436","NT/73987/34467","WOSR"
"6437","NT/71933/36834","WW"
"6438","NT/79790/30682","PGRS"
"6439","NT/79833/32041","WB"
"6440","NT/76589/39985","PGRS"
"6441","NT/71359/32410","SB"
"6442","NT/78557/38133","WW"
"6443","NT/71478/35582","WO"
"6444","NT/71257/34134","PGRS"
"6445","NT/70586/37072","PGRS"
"6446","NT/71353/32513","PC"
"6447","NT/71125/36016","WW"
"6448","NT/74225/39844","WOSR"
"6449","NT/77372/39597","WW"
"6450","NT/70194/30722","PGRS"
"6451","NT/71829/36259","PGRS"
"6452","NT/78712/35433","WW"
"6453","NT/77727/40729","SB"
"6454","NT/77123/41087","WBS"
"6455","NT/76605/40068","PGRS"
"6456","NT/76996/40817","WW"
"6457","NT/70393/40559","SO"
"6458","NT/77744/40409","SB"
"6459","NT/76178/41014","PGRS"
"6460","NT/74545/40175","SB"
"6461","NT/75056/40174","WOSR"
"6462","NT/70840/41169","WW"
"6463","NT/76798/40566","SB"
"6464","NT/70753/40537","WBS"
"6465","NT/78270/40501","WW"
"6466","NT/72787/40939","WW"
"6467","NT/72899/40742","PGRS"
"6468","NT/73133/41035","WW"
"6469","NT/76984/40087","WB"
"6470","NT/71989/40812","WO"
"6471","NT/72832/40541","PGRS"
"6472","NT/75581/40381","PGRS"
"6473","NT/72597/40351","PGRS"
"6474","NT/78405/40014","SB"
"6475","NT/72996/40660","SB"
"6476","NT/73953/40331","PGRS"
"6477","NT/73510/40899","WOSR"
"6478","NT/70125/41052","PGRS"
"6479","NT/70724/41300","WW"
"6480","NT/71622/40658","PGRS"
"6481","NT/70886/40605","PGRS"
"6482","NT/70564/40653","PGRS"
"6483","NT/70613/40748","PGRS"
"6484","NT/77996/41260","WB"
"6485","NT/71509/41247","PGRS"
"6486","NT/72180/41035","SB"
"6487","NT/71613/40051","PGRS"
"6488","NT/70608/40379","PGRS"
"6489","NT/72641/41179","PGRS"
"6490","NT/71200/41107","PGRS"
"6491","NT/75935/41144","WOSR"
"6492","NT/75427/40555","SB"
"6493","NT/74460/40620","PGRS"
"6494","NT/72649/40370","PGRS"
"6495","NT/71618/40876","PGRS"
"6496","NT/79552/40973","WB"
"6497","NT/72521/40709","SB"
"6498","NT/72540/40405","PGRS"
"6499","NT/73005/40069","WW"
"6500","NT/76382/41037","PGRS"
"6501","NT/72509/40448","PGRS"
"6502","NT/78316/40939","WOSR"
"6503","NT/70515/40740","PC"
"6504","NT/70305/40826","SB"
"6505","NT/71505/40695","PGRS"
"6506","NT/75728/41184","WOSR"
"6507","NT/76892/41208","WW"
"6508","NT/71033/40669","PGRS"
"6509","NT/70127/40568","WBS"
"6510","NT/70007/40976","PGRS"
"6511","NT/78764/40685","PGRS"
"6512","NT/70305/40672","PGRS"
"6513","NT/70152/40587","WBS"
"6514","NT/70376/41163","PGRS"
"6515","NT/70116/41152","PGRS"
"6516","NT/75631/40632","PGRS"
"6517","NT/74389/40725","PGRS"
"6518","NT/72337/40902","PGRS"
"6519","NT/72140/40450","PGRS"
"6520","NT/72281/40773","WBS"
"6521","NT/75783/40323","SB"
"6522","NT/72123/40633","WBS"
"6523","NT/75347/40285","WB"
"6524","NT/73810/40387","PGRS"
"6525","NT/77349/40374","WW"
"6526","NT/71852/40679","WW"
"6527","NT/75958/40839","PGRS"
"6528","NT/74384/40294","SB"
"6529","NT/71195/40101","WW"
"6530","NT/73861/41127","PGRS"
"6531","NT/75104/40869","WOSR"
"6532","NT/77515/40095","WW"
"6533","NT/74632/40487","SB"
"6534","NT/71270/40606","WW"
"6535","NT/71031/40779","PGRS"
"6536","NT/71369/40785","PGRS"
"6537","NT/70692/40583","PGRS"
"6538","NT/75444/40915","WW"
"6539","NT/76633/40041","PGRS"
"6540","NT/73247/41254","WW"
"6541","NT/76128/41180","PGRS"
"6542","NT/76314/41106","PGRS"
"6543","NT/70210/40459","PGRS"
"6544","NT/70973/40167","PGRS"
"6545","NT/76605/40844","WW"
"6546","NT/73208/40888","PGRS"
"6547","NT/72065/40043","SB"
"6548","NT/74085/40129","WW"
"6549","NT/72613/40402","WBS"
"6550","NT/70943/40922","PGRS"
"6551","NT/74415/40566","PGRS"
"6552","NT/73608/40589","PGRS"
"6553","NT/70341/40055","WW"
"6554","NT/73144/40478","WOSR"
"6555","NT/73053/41153","PGRS"
"6556","NT/75136/40597","WW"
"6557","NT/75635/40806","SB"
"6558","NT/72754/40458","SB"
"6559","NT/73106/40892","WBS"
"6560","NT/73336/40704","WW"
"6561","NT/76157/40791","WW"
"6562","NT/76413/40314","WW"
"6563","NT/77148/40647","WW"
"6564","NT/72730/40296","PGRS"
"6565","NT/79307/41041","WB"
"6566","NT/70801/40802","PGRS"
"6567","NT/76089/40606","WW"
"6568","NT/70022/40348","SB"
"6569","NT/71865/40285","PGRS"
"6570","NT/75722/40552","SB"
"6571","NT/74039/40645","WW"
"6572","NT/71084/40453","WO"
"6573","NT/72944/41105","PGRS"
"6574","NT/71383/40242","PGRS"
"6575","NT/74717/41311","WW"
"6576","NT/71509/40549","PGRS"
"6577","NT/71612/40421","WO"
"6578","NT/78767/41160","WW"
"6579","NT/74918/40974","WOSR"
"6580","NT/77475/41067","SB"
"6581","NT/76951/40404","WB"
"6582","NT/70840/40059","PGRS"
"6583","NT/79012/40107","SB"
"6584","NT/70085/40852","PGRS"
"6585","NT/72434/40280","WW"
"6586","NT/77401/40732","SB"
"6587","NT/75886/40987","WW"
